transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label
T264,U9441,25940.57,Payment,NetBanking,Android,Hyderabad,1762,22,3,8397.09,0,0.359,9,0
T265,U7291,43874.78,Payment,Card,Web,Bangalore,467,5,3,18777.18,1,0.835,5,0
T266,U7048,37051.39,Payment,Wallet,Web,Chennai,1010,7,4,9745.43,1,0.21,1,0
T267,U7718,34865.94,Payment,Wallet,iOS,Hyderabad,1241,19,0,15236.47,0,0.399,4,0
T268,U3596,35139.08,Payment,Card,Android,Hyderabad,1747,14,2,10177.88,0,0.01,8,1
T269,U8731,18006.58,Withdrawal,Wallet,iOS,Mumbai,83,16,3,12411.58,0,0.302,3,0
T270,U5602,14714.91,Withdrawal,NetBanking,iOS,Delhi,1517,22,1,21988.79,0,0.319,5,0
T271,U9776,40477.59,Withdrawal,UPI,iOS,Hyderabad,1118,8,4,26526.36,0,0.733,2,0
T272,U1870,40515.16,Withdrawal,NetBanking,Web,Bangalore,641,15,4,15311.5,0,0.677,5,0
T273,U3437,43360.26,Withdrawal,Wallet,Web,Chennai,1047,0,0,18346.51,0,0.445,9,0
T274,U8248,45666.37,Withdrawal,UPI,Android,Mumbai,849,15,2,25945.85,0,0.729,3,0
T275,U1062,25591.55,Withdrawal,Card,Web,Bangalore,1674,18,3,4382.35,0,0.428,7,0
T276,U9482,25100.74,Payment,NetBanking,Android,Chennai,921,22,1,4949.72,0,0.435,6,0
T277,U6893,39924.84,Transfer,Card,iOS,Delhi,803,8,0,10841.18,0,0.646,2,0
T278,U1536,32515.7,Withdrawal,UPI,iOS,Bangalore,58,16,2,9341.14,0,0.723,7,0
T279,U4898,35113.25,Transfer,Wallet,Web,Chennai,1459,5,0,29592.57,0,0.847,4,0
T280,U2474,39799.84,Withdrawal,UPI,Web,Mumbai,975,13,0,16966.35,0,0.751,6,0
T281,U5254,44505.77,Withdrawal,UPI,Android,Chennai,368,17,4,15764.81,0,0.67,7,0
T282,U9624,16932.86,Payment,Card,Web,Hyderabad,251,20,1,17403.69,1,0.561,9,0
T283,U3963,18810.37,Transfer,NetBanking,Web,Mumbai,1867,13,1,26267.12,0,0.308,7,0
T284,U7495,4744.4,Payment,UPI,Web,Bangalore,1086,22,1,7382.08,1,0.261,3,0
T285,U6593,28935.09,Payment,Wallet,iOS,Delhi,1810,6,1,15377.92,0,0.843,9,0
T286,U8855,1845.32,Transfer,UPI,Web,Mumbai,1102,9,3,8201.8,0,0.717,6,0
T287,U8086,23306.62,Payment,Card,Web,Mumbai,1585,15,3,23439.23,0,0.665,4,0
T288,U2601,27155.1,Withdrawal,NetBanking,iOS,Mumbai,1729,6,1,23335.75,0,0.259,5,0
T289,U8290,14362.74,Withdrawal,Wallet,iOS,Chennai,1678,19,2,28727.15,1,0.97,1,0
T290,U5456,29562.12,Withdrawal,Card,iOS,Hyderabad,65,5,3,13459.98,0,0.081,4,0
T291,U4415,1573.49,Withdrawal,UPI,iOS,Delhi,888,5,3,4843.67,0,0.838,3,0
T292,U9055,1915.54,Withdrawal,UPI,Web,Delhi,1489,6,2,26902.69,0,0.211,6,0
T293,U1075,41138.9,Payment,NetBanking,Web,Hyderabad,264,21,1,26729.02,0,0.392,9,0
T294,U1739,18041.52,Payment,Card,Web,Chennai,14,16,0,7116.62,0,0.428,3,0
T295,U7896,6396.67,Withdrawal,Card,Android,Chennai,1614,7,3,8360.47,0,0.663,5,0
T296,U9390,26136.05,Withdrawal,NetBanking,iOS,Hyderabad,1085,1,0,9471.08,0,0.547,2,0
T297,U4947,38511.18,Payment,Wallet,Web,Hyderabad,338,18,0,13607.33,0,0.186,9,0
T298,U7708,10830.26,Transfer,Card,Web,Bangalore,107,20,2,24888.39,0,0.03,8,0
T299,U3105,31163.38,Payment,NetBanking,Web,Chennai,1194,21,1,4416.66,0,0.717,4,0
T300,U2793,4313.11,Payment,Card,iOS,Mumbai,1439,6,0,21041.69,0,0.505,8,0
T301,U5700,2631.5,Payment,NetBanking,iOS,Delhi,990,11,1,10648.73,0,0.362,4,0
T302,U4599,26591.16,Payment,UPI,iOS,Chennai,1012,19,4,5950.33,0,0.285,2,0
T303,U6839,27054.72,Payment,UPI,Web,Hyderabad,792,2,1,10219.31,0,0.823,9,0
T304,U2332,31889.62,Transfer,Card,iOS,Mumbai,586,3,2,16044.95,0,0.796,2,1
T305,U7942,36318.26,Withdrawal,Card,Web,Bangalore,336,10,2,27650.28,0,0.826,1,0
T306,U5148,48793.81,Withdrawal,UPI,Android,Bangalore,1952,11,4,18885.23,1,0.219,1,0
T307,U6318,25839.2,Transfer,Wallet,iOS,Mumbai,252,18,2,18251.73,0,0.852,3,0
T308,U6076,16181.68,Withdrawal,NetBanking,iOS,Mumbai,1537,18,1,3351.36,0,0.986,7,0
T309,U3242,39769.55,Withdrawal,Wallet,Web,Hyderabad,376,10,1,2486.05,0,0.599,6,0
T310,U4484,13578.07,Withdrawal,Wallet,iOS,Hyderabad,783,12,1,3970.96,0,0.047,3,0
T311,U1115,21976.62,Transfer,Wallet,iOS,Delhi,733,23,2,2956.81,0,0.702,5,0
T312,U6968,3968.9,Transfer,UPI,Web,Delhi,1475,0,1,17333.3,1,0.538,6,0
T313,U9847,1316.27,Withdrawal,Card,Web,Bangalore,1187,5,3,13633.2,0,0.712,2,0
T314,U7650,48134.29,Withdrawal,Wallet,Web,Mumbai,243,21,4,249.26,0,0.188,3,0
T315,U3066,41807.21,Withdrawal,UPI,Android,Bangalore,661,15,3,10596.89,0,0.606,4,0
T316,U6962,34813.91,Payment,NetBanking,Web,Hyderabad,342,1,1,3908.19,1,0.539,8,0
T317,U4681,20477.2,Payment,Card,iOS,Chennai,504,13,2,29644.77,0,0.602,1,0
T318,U8014,8706.05,Payment,NetBanking,Android,Hyderabad,1148,23,4,13858.71,0,0.728,9,0
T319,U5063,7864.03,Transfer,Wallet,Web,Chennai,378,22,3,12841.19,1,0.544,1,0
T320,U7426,12549.63,Withdrawal,Card,Android,Mumbai,1366,17,1,19360.81,0,0.322,3,0
T321,U3963,27483.87,Transfer,Wallet,Android,Mumbai,1163,16,2,10777.1,0,0.309,3,0
T322,U6034,35744.07,Transfer,Card,iOS,Mumbai,1961,19,1,21493.89,0,0.695,9,0
T323,U9239,33026.86,Transfer,Wallet,Android,Delhi,1211,17,3,27153.33,0,0.664,3,0
T324,U6130,14032.7,Withdrawal,NetBanking,Web,Delhi,104,18,3,15017.03,0,0.422,3,0
T325,U4038,47745.52,Payment,NetBanking,Android,Chennai,1350,14,4,11549.4,0,0.354,2,0
T326,U5192,36907.95,Withdrawal,Wallet,Android,Bangalore,916,1,2,15704.72,0,0.62,4,0
T327,U3207,27739.98,Withdrawal,Card,iOS,Bangalore,1134,3,0,18146.23,0,0.312,8,0
T328,U7857,30605.45,Transfer,NetBanking,iOS,Chennai,1229,0,1,25446.31,0,0.963,6,0
T329,U8267,21009.02,Transfer,Card,Web,Delhi,811,7,2,11894.94,0,0.596,1,0
T330,U1086,12424.16,Transfer,Card,iOS,Hyderabad,217,19,0,1637.8,0,0.592,5,0
T331,U7303,17830.84,Payment,NetBanking,Web,Chennai,616,13,2,18958.94,0,0.136,8,0
T332,U7931,37904.41,Payment,UPI,Web,Bangalore,482,10,1,29607.66,0,0.61,1,0
T333,U8988,768.95,Payment,UPI,iOS,Chennai,1648,23,1,25641.68,0,0.295,6,0
T334,U6950,5847.83,Withdrawal,Card,Android,Chennai,1041,23,4,22771.85,0,0.452,7,0
T335,U4172,2347.83,Transfer,NetBanking,iOS,Mumbai,145,13,3,5377.41,0,0.538,5,0
T336,U3356,2084.4,Withdrawal,UPI,Android,Delhi,619,15,3,22483.71,1,0.478,4,0
T337,U1489,42780.26,Payment,Wallet,Android,Mumbai,920,9,3,2536.15,0,0.809,7,0
T338,U7732,35197.71,Transfer,Card,Web,Delhi,270,6,4,14868.15,1,0.099,9,0
T339,U9539,23734.98,Payment,UPI,Web,Chennai,1180,15,3,11189.9,0,0.167,4,0
T340,U5372,4936.82,Transfer,NetBanking,iOS,Delhi,467,3,2,27168.06,0,0.157,3,0
T341,U1767,24606.21,Transfer,NetBanking,Android,Bangalore,1938,11,3,4879.09,0,0.817,4,1
T342,U3835,23699.91,Withdrawal,Card,iOS,Mumbai,1730,11,3,23687.66,0,0.118,5,1
T343,U4586,8701.43,Withdrawal,NetBanking,Web,Chennai,1471,1,1,1550.51,0,0.971,9,0
T344,U4259,21720.89,Payment,Wallet,Android,Bangalore,1446,5,4,21082.47,0,0.969,1,0
T345,U2597,19955.31,Withdrawal,Wallet,iOS,Delhi,1533,19,4,8883.97,0,0.992,9,0
T346,U9093,30811.71,Withdrawal,UPI,iOS,Delhi,241,14,3,29279.81,0,0.98,9,0
T347,U7947,31772.93,Withdrawal,NetBanking,Web,Bangalore,110,14,0,20185.13,0,0.149,8,0
T348,U3681,2312.94,Transfer,Wallet,Web,Delhi,156,21,1,9336.27,0,0.657,8,0
T349,U5836,18761.9,Withdrawal,Card,Web,Mumbai,726,15,3,7142.08,0,0.4,8,1
T350,U8508,31311.7,Payment,NetBanking,Web,Hyderabad,516,23,0,19215.33,0,0.732,4,0
T351,U4018,25181.66,Transfer,UPI,iOS,Delhi,567,2,2,8254.64,0,0.406,7,0
T352,U6920,42831.67,Transfer,Card,Web,Chennai,113,0,1,5685.48,0,0.383,2,0
T353,U4190,32951.75,Withdrawal,Card,Web,Delhi,345,20,4,19465.32,0,0.904,3,0
T354,U6860,8188.57,Transfer,Card,iOS,Chennai,455,11,0,21756.18,0,0.495,8,0
T355,U1692,3574.91,Payment,Wallet,iOS,Delhi,743,14,3,7217.05,0,0.74,4,0
T356,U3132,32138.84,Payment,Card,Android,Delhi,453,18,0,16122.59,0,0.65,6,0
T357,U4138,1374.24,Transfer,Wallet,iOS,Chennai,127,5,4,19942.52,1,0.658,8,0
T358,U4275,29309.49,Withdrawal,Card,Android,Mumbai,1550,18,2,28263.31,0,0.349,8,0
T359,U5622,47014.5,Withdrawal,Wallet,Web,Hyderabad,938,16,0,24122.66,0,0.252,5,0
T360,U4950,28794.94,Transfer,NetBanking,Android,Hyderabad,732,8,3,12682.36,0,0.885,7,1
T361,U2994,19439.09,Payment,Wallet,Android,Mumbai,576,20,0,25347.78,0,0.025,1,0
T362,U1587,32182.25,Transfer,Wallet,Web,Delhi,1564,12,2,13306.65,0,0.173,5,0
T363,U6415,22939.73,Withdrawal,NetBanking,Web,Hyderabad,1946,14,0,3990.79,0,0.133,3,0
T364,U5633,27303.56,Withdrawal,Card,Web,Mumbai,97,15,2,10298.9,0,0.949,4,0
T365,U5406,47076.17,Transfer,NetBanking,Android,Mumbai,1792,12,2,24161.25,0,0.005,1,0
T366,U2835,19335.83,Payment,Card,iOS,Hyderabad,1662,1,1,28678.56,0,0.008,1,0
T367,U6618,48061.47,Transfer,Wallet,iOS,Chennai,485,1,1,29509.15,1,0.227,3,0
T368,U7399,45272.26,Payment,Card,iOS,Bangalore,1715,10,3,19208.94,1,0.279,4,0
T369,U1154,9829.77,Payment,Wallet,Web,Chennai,1518,15,3,14402.42,0,0.56,3,0
T370,U8287,3514.6,Transfer,Card,Web,Delhi,1695,16,3,4945.51,0,0.961,2,1
T371,U6505,5083.86,Transfer,Wallet,iOS,Chennai,304,2,2,3165.48,0,0.465,7,0
T372,U8105,960.18,Payment,Wallet,Web,Bangalore,729,22,2,15603.22,0,0.289,9,0
T373,U4498,4767.43,Payment,UPI,Android,Bangalore,1414,0,1,21860.59,0,0.817,3,0
T374,U5453,34166.19,Payment,Card,Android,Mumbai,1004,17,2,9785.27,0,0.386,9,0
T375,U1446,3605.87,Payment,Card,Web,Delhi,1316,13,1,20272.83,0,0.142,8,0
T376,U5209,15982.83,Withdrawal,UPI,iOS,Mumbai,853,21,0,17167.23,0,0.795,5,0
T377,U7353,42251.52,Transfer,Wallet,iOS,Chennai,695,8,3,28228.39,0,0.002,6,0
T378,U1466,1212.43,Payment,Wallet,Android,Chennai,648,8,3,6365.75,0,0.205,1,0
T379,U4984,40732.7,Transfer,UPI,Web,Hyderabad,1189,11,4,17772.65,0,0.635,6,1
T380,U2096,14128.65,Payment,UPI,iOS,Mumbai,1213,23,1,12472.53,0,0.102,9,0
T381,U6980,5952.33,Transfer,NetBanking,iOS,Mumbai,970,2,4,7921.11,0,0.256,7,0
T382,U5379,34852.02,Transfer,Wallet,Web,Mumbai,944,1,3,10783.04,0,0.393,9,0
T383,U6878,31465.7,Payment,NetBanking,Web,Mumbai,899,0,4,8906.6,0,0.396,5,0
T384,U4334,43879.73,Payment,Card,iOS,Bangalore,923,8,0,15876.69,0,0.973,5,0
T385,U3821,36766.8,Transfer,NetBanking,Web,Hyderabad,1120,12,4,16785.82,0,0.676,5,1
T386,U2195,40183.87,Transfer,UPI,Web,Delhi,415,20,0,25979.65,0,0.037,6,0
T387,U4715,14137.63,Transfer,UPI,Web,Delhi,1869,15,3,23461.04,0,0.221,4,0
T388,U6071,8913.11,Withdrawal,UPI,iOS,Delhi,1529,18,2,9145.21,0,0.616,9,0
T389,U2776,37543.21,Payment,UPI,Android,Bangalore,1300,9,1,27946.63,0,0.713,7,0
T390,U4547,40351.4,Withdrawal,NetBanking,Web,Hyderabad,1627,4,4,26063.75,0,0.381,3,0
T391,U2373,49525.73,Withdrawal,NetBanking,iOS,Hyderabad,1097,13,0,18813.3,0,0.857,7,0
T392,U5788,20660.25,Payment,NetBanking,Android,Bangalore,128,14,3,656.99,0,0.943,3,0
T393,U3370,18632.3,Payment,UPI,iOS,Mumbai,350,2,3,6353.18,0,0.614,3,0
T394,U6248,38831.83,Withdrawal,UPI,iOS,Chennai,322,8,2,23700.65,0,0.562,4,0
T395,U3513,17073.14,Payment,Wallet,iOS,Mumbai,172,0,3,13667.45,0,0.751,2,0
T396,U6335,46541.33,Transfer,Wallet,Android,Delhi,1538,0,3,3865.92,0,0.782,8,0
T397,U2505,42927.72,Transfer,UPI,iOS,Mumbai,302,18,2,12306.96,0,0.215,1,0
T398,U8888,21478.25,Withdrawal,Wallet,Android,Bangalore,699,5,3,6435.9,0,0.484,1,0
T399,U3797,37556.01,Withdrawal,Card,Web,Delhi,1410,10,0,26787.77,0,0.447,1,0
T400,U6641,37739.42,Payment,Card,Android,Chennai,1575,17,4,26688.83,0,0.941,4,1
T401,U2912,5201.04,Payment,UPI,iOS,Delhi,1434,13,4,11673.16,0,0.112,1,0
T402,U3030,45132.52,Withdrawal,NetBanking,Android,Mumbai,682,15,0,4208.07,0,0.943,3,0
T403,U2631,25287.36,Withdrawal,Card,iOS,Hyderabad,1433,0,4,10829.05,0,0.573,7,0
T404,U9534,41331.55,Transfer,Card,Web,Hyderabad,408,23,3,3949.32,0,0.288,3,0
T405,U4732,16036.48,Transfer,NetBanking,Android,Hyderabad,918,9,4,9190.98,1,0.869,2,0
T406,U7389,44781.39,Payment,Wallet,Web,Delhi,496,9,4,23158.33,0,0.05,6,0
T407,U9418,19490.62,Transfer,NetBanking,Android,Hyderabad,1548,12,3,8829.2,0,0.319,8,1
T408,U2132,591.34,Payment,Wallet,iOS,Bangalore,1057,0,4,16371.64,0,0.753,4,0
T409,U1043,45273.83,Payment,Wallet,Android,Chennai,1952,2,3,3654.31,0,0.828,4,0
T410,U9670,4609.77,Payment,NetBanking,Web,Hyderabad,1092,13,2,10494.0,0,0.167,2,1
T411,U3415,15999.72,Transfer,Wallet,Android,Bangalore,758,20,2,1285.17,1,0.942,5,0
T412,U4575,47505.6,Withdrawal,Card,Web,Bangalore,249,15,4,16490.23,0,0.054,8,0
T413,U8835,47532.83,Withdrawal,UPI,Web,Delhi,320,22,2,10493.93,0,0.434,1,0
T414,U3389,28693.22,Transfer,Wallet,iOS,Delhi,330,19,4,26172.92,1,0.097,2,0
T415,U5844,31610.27,Withdrawal,Card,Android,Chennai,681,5,2,11837.32,0,0.098,1,0
T416,U4351,22449.85,Payment,NetBanking,Web,Chennai,1514,0,4,16777.48,0,0.914,4,1
T417,U2105,14695.88,Withdrawal,Wallet,iOS,Mumbai,581,19,1,29301.66,0,0.904,7,0
T418,U6590,16466.79,Transfer,Card,iOS,Chennai,1785,23,0,19316.91,0,0.615,3,0
T419,U2012,33642.3,Withdrawal,Wallet,iOS,Delhi,423,4,2,15064.11,0,0.966,8,0
T420,U4422,37631.11,Payment,NetBanking,Web,Bangalore,1355,7,3,3033.93,0,0.491,6,0
T421,U9305,39589.37,Payment,UPI,Android,Mumbai,411,11,0,24646.83,0,0.783,2,0
T422,U4607,39491.43,Transfer,Wallet,Web,Chennai,68,0,4,19307.26,0,0.097,9,0
T423,U6835,4605.74,Transfer,UPI,iOS,Bangalore,62,12,0,3344.88,0,0.396,9,0
T424,U8852,24746.29,Transfer,Wallet,Web,Delhi,1097,8,3,7445.51,0,0.515,7,0
T425,U2276,2925.06,Payment,Wallet,Web,Hyderabad,642,19,3,16175.66,0,0.778,8,0
T426,U5733,27498.97,Withdrawal,NetBanking,iOS,Mumbai,1152,23,4,1447.37,0,0.334,1,1
T427,U5623,22104.45,Withdrawal,Wallet,Android,Bangalore,295,7,2,21577.47,0,0.98,6,0
T428,U4587,44390.82,Transfer,Card,iOS,Delhi,27,12,2,6911.04,0,0.735,9,0
T429,U1553,17578.2,Withdrawal,Card,iOS,Delhi,1038,1,1,14742.35,0,0.533,6,1
T430,U6457,5897.5,Withdrawal,UPI,Web,Mumbai,1870,14,3,7325.14,1,0.331,3,0
T431,U4350,7192.43,Transfer,UPI,iOS,Mumbai,1425,13,1,14726.69,0,0.642,2,0
T432,U3282,38087.46,Transfer,Card,Web,Chennai,1938,18,3,5771.4,0,0.673,8,0
T433,U4296,30929.99,Payment,UPI,iOS,Chennai,169,8,1,17858.23,0,0.679,4,0
T434,U1390,5101.08,Payment,UPI,iOS,Mumbai,1921,18,2,27321.16,1,0.586,1,0
T435,U1218,4251.13,Payment,Card,Android,Mumbai,151,13,3,24239.34,0,0.4,8,0
T436,U1924,35063.41,Payment,Card,iOS,Bangalore,406,7,2,7321.47,0,0.817,1,0
T437,U5431,3684.51,Withdrawal,Card,Android,Chennai,1051,4,0,14993.47,0,0.258,2,0
T438,U1724,41101.91,Withdrawal,NetBanking,iOS,Delhi,589,6,2,12750.94,0,0.625,1,0
T439,U2091,35326.8,Payment,NetBanking,iOS,Chennai,1147,3,3,28967.71,0,0.472,8,0
T440,U9400,4113.37,Payment,Card,iOS,Chennai,543,7,0,23984.75,0,0.893,3,0
T441,U9211,4287.64,Transfer,Wallet,Android,Mumbai,1565,3,1,3312.12,0,0.591,9,0
T442,U8574,49332.65,Withdrawal,Card,Web,Mumbai,920,20,4,5139.72,0,0.856,7,0
T443,U9203,18744.83,Withdrawal,NetBanking,Android,Chennai,1808,0,3,21090.65,0,0.953,6,0
T444,U1662,18563.58,Payment,UPI,iOS,Hyderabad,470,7,4,4879.76,0,0.127,6,1
T445,U4501,40649.34,Withdrawal,Wallet,Web,Hyderabad,1643,6,4,28519.01,0,0.555,1,0
T446,U4524,47365.07,Transfer,Wallet,iOS,Chennai,1650,10,0,29789.11,0,0.884,8,0
T447,U4243,49300.75,Transfer,UPI,Android,Hyderabad,295,20,1,23373.29,0,0.872,3,0
T448,U2456,37681.24,Withdrawal,Wallet,Android,Chennai,1038,15,2,901.33,1,0.196,3,0
T449,U3177,18844.17,Payment,UPI,Web,Mumbai,138,21,0,14533.53,0,0.481,3,0
T450,U9808,4220.86,Withdrawal,NetBanking,Android,Mumbai,965,16,1,12241.78,0,0.223,9,0
T451,U8497,38868.49,Transfer,Wallet,iOS,Mumbai,680,23,2,24006.12,0,0.897,5,0
T452,U6669,27942.29,Payment,Wallet,Web,Delhi,1796,4,2,8681.55,0,0.003,2,0
T453,U5044,21239.89,Withdrawal,UPI,iOS,Mumbai,508,6,1,11645.17,0,0.218,4,0
T454,U9609,45322.4,Payment,UPI,Web,Mumbai,285,9,2,2895.69,0,0.409,7,0
T455,U9865,5604.31,Payment,NetBanking,Web,Chennai,1116,12,3,10344.82,0,0.221,1,0
T456,U9057,24656.62,Transfer,UPI,iOS,Hyderabad,1865,19,3,29218.23,0,0.974,2,0
T457,U1893,617.11,Payment,UPI,Android,Hyderabad,1151,14,0,28270.28,0,0.244,8,0
T458,U3656,23459.6,Withdrawal,NetBanking,iOS,Mumbai,1993,5,2,22532.75,0,0.362,8,0
T459,U3809,2862.35,Payment,Card,Android,Mumbai,38,1,2,27227.18,0,0.174,3,0
T460,U7611,5984.95,Payment,Card,Android,Mumbai,1014,3,1,6414.0,0,0.927,5,0
T461,U1269,5920.44,Withdrawal,UPI,iOS,Chennai,1391,20,3,18692.77,0,0.411,8,0
T462,U8229,32478.05,Transfer,NetBanking,Web,Chennai,659,13,4,15049.17,0,0.262,9,0
T463,U7692,37314.94,Transfer,Card,iOS,Chennai,1190,23,0,12738.43,0,0.246,2,0
T464,U4315,29189.27,Withdrawal,NetBanking,Web,Hyderabad,40,14,3,9812.57,0,0.586,8,0
T465,U7117,48110.52,Withdrawal,UPI,Android,Delhi,852,13,1,26002.96,1,0.978,3,0
T466,U4971,18774.79,Transfer,UPI,Web,Hyderabad,1319,3,0,14586.71,0,0.974,9,0
T467,U7669,14321.32,Payment,NetBanking,iOS,Chennai,1698,5,4,21748.6,1,0.982,5,1
T468,U7432,43436.53,Withdrawal,Wallet,Web,Bangalore,345,6,0,21207.91,0,0.387,5,0
T469,U7626,11218.61,Payment,UPI,Android,Delhi,579,12,3,4168.53,0,0.914,4,1
T470,U1368,48162.97,Withdrawal,UPI,Android,Mumbai,322,16,4,1563.18,0,0.444,8,0
T471,U7366,657.12,Transfer,UPI,Web,Hyderabad,608,16,1,25214.9,0,0.511,1,0
T472,U5220,48495.45,Payment,UPI,Android,Delhi,1156,3,0,14760.57,0,0.52,6,0
T473,U9577,2205.84,Payment,NetBanking,Android,Bangalore,1736,18,3,24321.56,0,0.064,7,0
T474,U2889,44562.6,Withdrawal,NetBanking,Web,Delhi,874,19,1,8982.25,0,0.177,8,0
T475,U6117,26408.67,Payment,NetBanking,Android,Hyderabad,380,12,4,25868.78,0,0.886,4,0
T476,U9760,49648.59,Withdrawal,NetBanking,Web,Chennai,814,8,0,24941.53,0,0.896,9,0
T477,U5681,3736.14,Transfer,Wallet,Web,Mumbai,323,1,2,11511.98,0,0.202,3,0
T478,U5591,27715.02,Payment,NetBanking,Android,Chennai,37,19,3,12409.77,0,0.303,8,0
T479,U6363,48466.66,Withdrawal,NetBanking,Web,Chennai,1188,22,3,10591.68,0,0.83,5,0
T480,U4629,26178.74,Payment,UPI,Android,Hyderabad,975,17,2,1141.19,1,0.204,5,0
T481,U3447,31488.46,Withdrawal,Wallet,Android,Chennai,1263,23,1,20661.05,0,0.881,7,0
T482,U2016,34802.65,Withdrawal,UPI,Android,Chennai,1582,19,3,8254.7,1,0.823,5,0
T483,U4511,22754.33,Withdrawal,Wallet,iOS,Hyderabad,1039,16,1,26532.01,0,0.808,7,0
T484,U2010,31396.53,Transfer,Card,Android,Hyderabad,482,6,4,26931.58,0,0.892,9,0
T485,U5093,29236.5,Payment,Wallet,Web,Bangalore,1351,16,2,21705.12,0,0.887,5,0
T486,U7483,45062.84,Transfer,Wallet,Web,Chennai,1258,9,1,5528.76,0,0.917,2,0
T487,U9060,2320.05,Withdrawal,UPI,Web,Delhi,1066,13,4,2769.85,1,0.88,6,0
T488,U4406,14084.11,Withdrawal,Wallet,iOS,Mumbai,98,11,0,24511.75,0,0.607,9,0
T489,U8244,47523.05,Transfer,Wallet,iOS,Mumbai,1367,11,3,26802.68,0,0.158,9,0
T490,U8966,44518.68,Transfer,UPI,Web,Hyderabad,49,16,2,10625.97,1,0.609,5,0
T491,U6497,22810.05,Payment,Card,Web,Hyderabad,690,18,0,10653.38,0,0.942,2,0
T492,U7340,31025.62,Withdrawal,Card,iOS,Bangalore,384,22,0,11769.25,1,0.968,6,0
T493,U5736,13905.19,Transfer,Card,Web,Chennai,1331,13,0,24845.91,0,0.728,4,0
T494,U8883,9446.65,Withdrawal,Wallet,Android,Hyderabad,1007,16,1,21241.45,0,0.694,4,0
T495,U1343,23211.74,Withdrawal,UPI,Android,Hyderabad,402,14,3,3747.09,0,0.938,3,1
T496,U5782,17699.94,Payment,Card,Web,Mumbai,1051,20,2,19077.25,0,0.291,1,0
T497,U9357,29203.62,Payment,Card,Android,Chennai,1560,5,3,392.35,0,0.151,9,1
T498,U7525,3932.85,Payment,Card,Web,Bangalore,141,18,3,21340.55,0,0.29,6,0
T499,U7816,48721.02,Transfer,Card,iOS,Hyderabad,299,21,3,22962.51,0,0.949,3,0
T500,U1226,49311.23,Withdrawal,UPI,Web,Hyderabad,1863,19,4,24466.96,0,0.212,1,0
T501,U6928,34923.18,Transfer,Card,iOS,Hyderabad,815,5,4,18806.71,0,0.225,6,0
T502,U5900,26828.01,Transfer,Wallet,Android,Mumbai,218,5,4,5499.58,0,0.193,4,0
T503,U6963,15510.9,Payment,Wallet,Android,Hyderabad,336,3,4,23833.03,0,0.485,1,0
T504,U7095,40699.06,Withdrawal,UPI,Android,Hyderabad,1001,0,3,27003.74,0,0.796,4,0
T505,U3789,34252.32,Withdrawal,NetBanking,Web,Mumbai,512,18,3,19050.5,0,0.382,2,1
T506,U2679,8172.72,Payment,Card,iOS,Hyderabad,288,10,2,8326.02,0,0.1,3,0
T507,U8746,45550.81,Withdrawal,Card,iOS,Chennai,1415,6,2,5462.89,0,0.74,7,0
T508,U2116,41135.74,Payment,Wallet,Android,Chennai,797,1,2,7020.74,0,0.61,7,0
T509,U1917,47492.51,Transfer,UPI,Android,Mumbai,1016,3,2,605.44,0,0.479,5,0
T510,U9829,36299.69,Transfer,NetBanking,iOS,Chennai,961,5,2,404.04,0,0.964,2,0
T511,U3842,30690.09,Payment,Wallet,Web,Bangalore,1342,4,4,8981.45,0,0.47,9,0
T512,U5680,20941.24,Transfer,NetBanking,Android,Hyderabad,1931,21,3,27696.5,0,0.733,9,0
T513,U5783,46639.79,Transfer,UPI,Web,Bangalore,286,20,2,18677.69,0,0.159,9,0
T514,U2496,43309.89,Payment,UPI,Android,Chennai,1109,8,1,11644.6,0,0.417,6,0
T515,U7162,2308.67,Transfer,UPI,Android,Mumbai,307,10,2,424.34,0,0.212,1,0
T516,U8722,1367.03,Withdrawal,Wallet,Web,Mumbai,1858,17,2,29692.03,0,0.348,6,0
T517,U1718,18854.35,Transfer,UPI,Web,Bangalore,1411,19,3,13729.75,0,0.48,8,0
T518,U8483,40537.14,Payment,Wallet,Web,Chennai,442,16,4,29745.93,0,0.174,4,0
T519,U7290,49364.44,Withdrawal,Wallet,Web,Hyderabad,1892,12,0,21632.18,0,0.803,6,0
T520,U4766,7563.32,Withdrawal,Card,iOS,Chennai,1019,22,3,1632.04,0,0.376,8,0
T521,U9897,29726.83,Transfer,Wallet,iOS,Chennai,1145,16,4,25784.87,1,0.897,6,0
T522,U3648,19075.5,Withdrawal,Wallet,Android,Mumbai,1811,21,1,15958.94,0,0.675,4,1
T523,U7359,48497.22,Payment,Card,Android,Delhi,1105,9,0,13636.58,0,0.177,7,0
T524,U1469,42113.84,Withdrawal,NetBanking,Android,Hyderabad,326,17,4,22759.77,0,0.642,5,0
T525,U5918,41924.52,Transfer,Card,iOS,Hyderabad,1054,16,4,23266.55,0,0.023,1,0
T526,U2108,23461.22,Transfer,Card,Web,Mumbai,1221,11,3,23913.25,0,0.807,3,0
T527,U4141,20770.23,Withdrawal,UPI,Android,Chennai,130,14,4,22840.04,0,0.974,3,0
T528,U6441,13706.68,Payment,UPI,iOS,Mumbai,1375,18,2,19273.97,0,0.678,1,0
